name,gattung,epitheton,familie,familie_quelle,gruppe,ebene,pruefungsrelevant,in_vorlesungsliste,in_skript,in_beschreibungs_pdf,in_tsp_fuehrer,deutsch,heimisch,vorlesungseinheit,skript_seiten,namensbeleg,datenlage,master_namen,vorlesung_name,synonym_skript,ocr_varianten,name_pruefen,verdacht_ocr_fehler
Acer capillipes,Acer,capillipes,Sapindaceae,skript,Laubgehoelz,pruefung,ja,ja,ja,ja,nein,Schlangenhaut Ahorn,,34,107,quelle_sauber,vollstaendig,Acer capillipes,Acer Capillipes,,,nein,nein
Acer cappadocicum,Acer,cappadocicum,Sapindaceae,skript,Laubgehoelz,pruefung,ja,ja,ja,ja,nein,Kolchischer Ahorn,,33,106,quelle_sauber,vollstaendig,Acer cappadocicum,Acer Cappadocicum,,,nein,nein
Acer griseum,Acer,griseum,Sapindaceae,skript,Laubgehoelz,pruefung,ja,ja,ja,ja,ja,Zimtahorn,,34,107,quelle_sauber,vollstaendig,Acer griseum,Acer Griseum,,,nein,nein
Acer heldreichii,Acer,heldreichii,Sapindaceae,skript,Laubgehoelz,pruefung,ja,ja,ja,ja,nein,Griechischer Bergahorn,,33,105,quelle_sauber,vollstaendig,Acer heldreichii,Acer Heldreichii,,,nein,nein
Acer japonicum,Acer,japonicum,Sapindaceae,skript,Laubgehoelz,kontext,nein,nein,ja,nein,nein,,,,108,nur_ocr,duenn,,,,,ja,nein
Acer monspessulaum,Acer,monspessulaum,Sapindaceae,skript,Laubgehoelz,pruefung,ja,ja,ja,ja,nein,"Franz.Ahorn, Burgen Ahorn",,34,106,quelle_sauber,vollstaendig,Acer monspessulaum,Acer Monspessulaum,,,nein,nein
Acer negundo,Acer,negundo,Sapindaceae,skript,Laubgehoelz,pruefung,ja,ja,ja,ja,ja,Eschen Ahorn,,33,106,quelle_sauber,vollstaendig,Acer negundo,Acer Negundo,,,nein,nein
Acer opalus,Acer,opalus,Sapindaceae,skript,Laubgehoelz,pruefung,ja,ja,ja,ja,nein,Schneeballblättriger Ahorn,,34,107,quelle_sauber,vollstaendig,Acer opalus,Acer Opalus,,,nein,nein
Acer palmatum,Acer,palmatum,Sapindaceae,skript,Laubgehoelz,pruefung,ja,ja,ja,ja,nein,Fächer Ahorn,,34,107,quelle_sauber,vollstaendig,Acer palmatum,Acer Palmatum,,,nein,nein
Acer platanoides,Acer,platanoides,Sapindaceae,skript,Laubgehoelz,pruefung,ja,ja,ja,ja,ja,Spitz Ahorn,ja,32,104,quelle_sauber,vollstaendig,Acer platanoides,Acer Platanoides,,,nein,nein
Acer pseudoplatanus,Acer,pseudoplatanus,Sapindaceae,skript,Laubgehoelz,pruefung,ja,ja,ja,ja,nein,Berg Ahorn,ja,32,104,quelle_sauber,vollstaendig,Acer pseudoplatanus,Acer Pseudoplatanus,,,nein,nein
Acer rubrum,Acer,rubrum,Sapindaceae,skript,Laubgehoelz,kontext,nein,nein,ja,nein,nein,Rot-Ahorn,,,105,quelle_sauber,duenn,,,,,nein,nein
Acer saccharinum,Acer,saccharinum,Sapindaceae,skript,Laubgehoelz,pruefung,ja,ja,ja,ja,ja,Silber Ahorn,,33,105,quelle_sauber,vollstaendig,Acer saccharinum,Acer Saccharinum,,,nein,nein
Acer tataricum,Acer,tataricum,Sapindaceae,skript,Laubgehoelz,pruefung,ja,ja,ja,ja,nein,Tartarischer Ahorn,,33,"106,107",quelle_sauber,vollstaendig,Acer tataricum,Acer Tataricum,,,nein,nein
Aesculus carnea,Aesculus,carnea,Sapindaceae,skript,Laubgehoelz,vorlesung,nein,ja,nein,nein,nein,Rotblühende Rosskastanie,,35,,quelle_sauber,duenn,,Aesculus x Carnea,,,nein,nein
Aesculus flava,Aesculus,flava,Sapindaceae,skript,Laubgehoelz,pruefung,ja,ja,ja,ja,nein,Gelbe Rosskastanie,,35,109,quelle_sauber,vollstaendig,Aesculus flava,Aesculus Flava,,,nein,nein
Aesculus hippocastanum,Aesculus,hippocastanum,Sapindaceae,skript,Laubgehoelz,pruefung,ja,ja,ja,ja,ja,Gemeine Rosskastanie,,35,109,quelle_sauber,vollstaendig,Aesculus hippocastanum,Aesculus Hippocastaneum,,,nein,nein
Aesculus parviflora,Aesculus,parviflora,Sapindaceae,skript,Laubgehoelz,vorlesung,nein,ja,ja,nein,nein,Strauch Rosskastanie,,35,109,quelle_sauber,teilweise,,Aesculus Parviflora,,,nein,nein
Aesculus pavia,Aesculus,pavia,Sapindaceae,skript,Laubgehoelz,vorlesung,nein,ja,ja,nein,nein,Pavie,,35,109,quelle_sauber,teilweise,,Aesculus Pavia,,,nein,nein
Koelreuteria paniculata,Koelreuteria,paniculata,Sapindaceae,skript,Laubgehoelz,pruefung,ja,ja,ja,ja,ja,"Blasenesche, Blasenbaum",,34,108,quelle_sauber,vollstaendig,Koelreuteria paniculata,Koelreuteria Paniculata,,,nein,nein
Xanthoceras sorbifolium,Xanthoceras,sorbifolium,Sapindaceae,skript,Laubgehoelz,kontext,nein,nein,ja,nein,nein,Gelbhorn A,,,108,nur_ocr,duenn,,,,,ja,nein
Sciadopitys,Sciadopitys,,Sciadopityaceae,skript,Nadelgehoelz,vorlesung,nein,ja,nein,nein,nein,Schirmtanne,,6,,quelle_sauber,duenn,,Sciadopitys,,,nein,nein
Sciadopitys verticillata,Sciadopitys,verticillata,Sciadopityaceae,skript,Nadelgehoelz,kontext,nein,nein,ja,nein,nein,Japanische Schirmtanne es. N |,,,15,quelle_sauber,duenn,,,,,nein,nein
Buddleja alternifolia,Buddleja,alternifolia,Scrophulariaceae,extern,Laubgehoelz,kontext,nein,nein,ja,nein,nein,Kaskaden-Sommerflieder %,,,158,nur_ocr,duenn,,,,,ja,nein
Buddleja davidii,Buddleja,davidii,Scrophulariaceae,extern,Laubgehoelz,vorlesung,nein,ja,ja,nein,nein,"Schmetterlingsflieder, Sommerfl.",,52,158,quelle_sauber,teilweise,,Buddleja Davidii,,,nein,nein
Ailanthus altissima,Ailanthus,altissima,Simaroubaceae,skript,Laubgehoelz,pruefung,ja,ja,ja,ja,ja,Götterbaum,,37,114,quelle_sauber,vollstaendig,Ailanthus altissima,Ailanthus Altissima,,,nein,nein
Staphylea colchica,Staphylea,colchica,Staphyleaceae,skript,Laubgehoelz,vorlesung,nein,ja,ja,nein,nein,Kolchische Pimpernuss,,35,110,quelle_sauber,teilweise,,Stahyleacea Colchica,,,nein,nein
Staphylea pinnata,Staphylea,pinnata,Staphyleaceae,skript,Laubgehoelz,pruefung,ja,ja,ja,ja,ja,Gemeine Pimpernuss,ja,35,110,quelle_sauber,vollstaendig,Staphylea pinnata,Staphyleacea Pinnata,,,nein,nein
Halesia carolina,Halesia,carolina,Styracaceae,extern,Laubgehoelz,pruefung,ja,nein,nein,nein,nein,,,,,quelle_sauber,ohne_quelle,Halesia carolina,,,,nein,nein
Tamarix parviflora,Tamarix,parviflora,Tamaricaceae,skript,Laubgehoelz,vorlesung,nein,ja,ja,nein,nein,Frühlings-Kleinblüte Tamariske,,43,132,quelle_sauber,teilweise,,Tamarix Parviflora,,,nein,nein
Tamarix ramosissima,Tamarix,ramosissima,Tamaricaceae,skript,Laubgehoelz,kontext,nein,nein,ja,nein,nein,Kaspische Tamariske ay,,,132,nur_ocr,duenn,,,,,ja,nein
Tamarix tetrandra,Tamarix,tetrandra,Tamaricaceae,skript,Laubgehoelz,kontext,nein,nein,ja,nein,nein,Viermannige-Tamariske x,,,132,nur_ocr,duenn,,,,,ja,nein
Taxus baccata,Taxus,baccata,Taxaceae,skript,Nadelgehoelz,pruefung,ja,ja,ja,ja,ja,Gemeine Eibe,ja,8,20,quelle_sauber,vollstaendig,Taxus baccata,Taxus Baccata,,,nein,nein
Taxus cuspidata,Taxus,cuspidata,Taxaceae,skript,Nadelgehoelz,kontext,nein,nein,ja,nein,nein,Japanische Eibe,,,20,nur_ocr,duenn,,,,,ja,nein
Torreya californica,Torreya,californica,Taxaceae,skript,Nadelgehoelz,kontext,nein,nein,ja,nein,nein,Kalifornische Nusseibe ih,,,21,nur_ocr,duenn,,,,,ja,nein
Torreya nicifera,Torreya,nicifera,Taxaceae,skript,Nadelgehoelz,vorlesung,nein,ja,nein,nein,nein,Japanische Nusseibe,,8,21,quelle_sauber,duenn,,Torreya Nicifera,,nucifera,nein,nein
Stewartia pseudocamellia,Stewartia,pseudocamellia,Theaceae,extern,Laubgehoelz,pruefung,ja,nein,nein,nein,nein,,,,,quelle_sauber,ohne_quelle,Stewartia pseudocamellia,,,,nein,nein
Daphne alpina,Daphne,alpina,Thymelaeaceae,skript,Laubgehoelz,kontext,nein,nein,ja,nein,nein,,,,128,nur_ocr,duenn,,,,,ja,nein
Daphne cneorum,Daphne,cneorum,Thymelaeaceae,skript,Laubgehoelz,kontext,nein,nein,ja,nein,nein,,,,128,nur_ocr,duenn,,,,,ja,nein
Daphne laureola,Daphne,laureola,Thymelaeaceae,skript,Laubgehoelz,kontext,nein,nein,ja,nein,nein,,,,127,nur_ocr,duenn,,,,,ja,nein
Daphne mezereum,Daphne,mezereum,Thymelaeaceae,skript,Laubgehoelz,kontext,nein,nein,ja,nein,nein,,,,127,nur_ocr,duenn,,,,,ja,nein
Daphne striata,Daphne,striata,Thymelaeaceae,skript,Laubgehoelz,kontext,nein,nein,ja,nein,nein,,,,128,nur_ocr,duenn,,,,,ja,nein
Tilia americana,Tilia,americana,Tiliaceae/Malvaceae,skript,Laubgehoelz,vorlesung,nein,ja,ja,nein,nein,Amerikanische Linde,,45,140,quelle_sauber,teilweise,,Tilia Americana,,,nein,nein
Tilia cordata,Tilia,cordata,Tiliaceae/Malvaceae,skript,Laubgehoelz,pruefung,ja,ja,ja,ja,ja,Winterlinde,ja,45,139,quelle_sauber,vollstaendig,Tilia cordata,Tilia Cordata,,,nein,nein
Tilia euchlora,Tilia,euchlora,Tiliaceae/Malvaceae,skript,Laubgehoelz,vorlesung,nein,ja,nein,nein,nein,Krim Linde,,45,,quelle_sauber,duenn,,Tilia X Euchlora,,,nein,nein
Tilia platyphyllos,Tilia,platyphyllos,Tiliaceae/Malvaceae,skript,Laubgehoelz,pruefung,ja,ja,ja,ja,ja,Sommerlinde,ja,44,139,quelle_sauber,vollstaendig,Tilia platyphyllos,Tilia Platyphyllos,,,nein,nein
Tilia tomentosa,Tilia,tomentosa,Tiliaceae/Malvaceae,skript,Laubgehoelz,pruefung,ja,nein,ja,ja,ja,Silber-Linde (A),,,140,quelle_sauber,teilweise,Tilia tomentosa,,,,nein,nein
Celtis australis,Celtis,australis,Ulmaceae,skript,Laubgehoelz,pruefung,ja,ja,nein,ja,ja,Südl. Zürgelbaum,,20,,quelle_sauber,teilweise,Celtis australis,Celtis Autralis,,,nein,nein
Celtis occidentalis,Celtis,occidentalis,Ulmaceae,skript,Laubgehoelz,vorlesung,nein,ja,nein,nein,nein,Amerikanischer Zürgelbaum,,20,,quelle_sauber,duenn,,Celtis Occidentalis,,,nein,nein
Celtis tournefourti,Celtis,tournefourti,Ulmaceae,skript,Laubgehoelz,vorlesung,nein,ja,nein,nein,nein,Tourneforts Zürgelbaum,,20,,quelle_sauber,duenn,,Celtis Tournefourti,,,nein,nein
Ulmus glabra,Ulmus,glabra,Ulmaceae,skript,Laubgehoelz,pruefung,ja,ja,ja,ja,ja,Bergulme,ja,19,54,quelle_sauber,vollstaendig,Ulmus glabra,Ulmus Glabra,,,nein,nein
Ulmus hollandica,Ulmus,hollandica,Ulmaceae,skript,Laubgehoelz,vorlesung,nein,ja,nein,nein,nein,"Holländ.Ulme, Goldulme",,19,,quelle_sauber,duenn,,Ulmus X Hollandica,,,nein,nein
Ulmus laevis,Ulmus,laevis,Ulmaceae,skript,Laubgehoelz,pruefung,ja,ja,ja,ja,ja,Flatter Ulme,ja,,54,quelle_sauber,vollstaendig,Ulmus laevis,Ulmus Laevis,,,nein,nein
Ulmus minor,Ulmus,minor,Ulmaceae,skript,Laubgehoelz,pruefung,ja,ja,ja,ja,nein,Feldulme,ja,19,54,quelle_sauber,vollstaendig,Ulmus minor,Ulmus Minor,,,nein,nein
Ulmus pumila,Ulmus,pumila,Ulmaceae,skript,Laubgehoelz,vorlesung,nein,ja,ja,nein,nein,Zwerg Ulme,,19,55,quelle_sauber,teilweise,,Ulmus Pumila,,,nein,nein
Zelkova carpinifolia,Zelkova,carpinifolia,Ulmaceae,skript,Laubgehoelz,kontext,nein,nein,ja,nein,nein,Kaukasische Zelkove N 2,,,55,nur_ocr,duenn,,,,,ja,nein
Zelkova serrata,Zelkova,serrata,Ulmaceae,skript,Laubgehoelz,kontext,nein,nein,ja,nein,nein,Japanische Zelkove VY,,,55,quelle_sauber,duenn,,,,,nein,nein
Callicarpa bodinieri,Callicarpa,bodinieri,Verbenaceae,skript,Laubgehoelz,vorlesung,nein,ja,ja,nein,nein,"Liebesperlenstrauch, Schönfrucht",,53,162,quelle_sauber,teilweise,,Callicarpa Bodinieri,,,nein,nein
Callicarpa japonica,Callicarpa,japonica,Verbenaceae,skript,Laubgehoelz,kontext,nein,nein,ja,nein,nein,Japanische Schönfrucht (Weiße Schénfru,,,162,nur_ocr,duenn,,,,,ja,nein
Caryopteris clandonensis,Caryopteris,clandonensis,Verbenaceae,skript,Laubgehoelz,vorlesung,nein,ja,nein,nein,nein,Bartblume,,53,,quelle_sauber,duenn,,Caryopteris X Clandonensis,,,nein,nein
Caryopteris incana,Caryopteris,incana,Verbenaceae,skript,Laubgehoelz,vorlesung,nein,ja,ja,nein,nein,Graufilzige Bartblume,,53,162,quelle_sauber,teilweise,,Cariopteris Incana,,,nein,nein
Clerodendron trichotomum,Clerodendron,trichotomum,Verbenaceae,skript,Laubgehoelz,kontext,nein,nein,ja,nein,nein,Losbaum f N,,,163,nur_ocr,duenn,,,,,ja,nein
Parthenocissus quinquefolia,Parthenocissus,quinquefolia,Vitaceae,skript,Laubgehoelz,vorlesung,nein,ja,ja,nein,nein,Wilder Wein,,41,"124,125",quelle_sauber,teilweise,,Partenocissus Quinquefolia,,,nein,nein
Parthenocissus tricuspidata,Parthenocissus,tricuspidata,Vitaceae,skript,Laubgehoelz,vorlesung,nein,ja,ja,nein,nein,Jungfernrebe,,41,124,quelle_sauber,teilweise,,Partenocissus Tricuspidata,,,nein,nein
Vitis coignetiae,Vitis,coignetiae,Vitaceae,skript,Laubgehoelz,pruefung,ja,ja,ja,ja,ja,Rostrote Weinrebe,,41,124,quelle_sauber,vollstaendig,Vitis coignetiae,Vitis Coignetiae,,,nein,nein
Vitis vinifera ssp. sylvestris,Vitis,vinifera,Vitaceae,skript,Laubgehoelz,pruefung,ja,ja,ja,ja,ja,Wilde Weinrebe,,41,124,quelle_sauber,vollstaendig,Vitis vinifera ssp. sylvestris,Vitis Vinifera ssp. Sylvestris,,,nein,nein
